"Id","CodigoATC","PrincipioActivo","RankingBusqueda","Resumen","FormaFarmaceutica","Aclaracion","ITEM","PrincipioActivo_Min","FormaFarmaceutica_Min","CoberturaPlanBeneficiosUPC","CoberturaPlanBeneficiosUPC_Min"
"11248","M01AE51","IBUPROFENO + FENILEFRINA + DIFENHIDRAMINA + DEXTROMETORFANO","18290","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","ibuprofeno + fenilefrina + difenhidramina + dextrometorfano","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"11249","M01AE51","IBUPROFENO + HIDROCODONA","50430","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","531","ibuprofeno + hidrocodona","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11250","M01AE51","IBUPROFENO + HIOSCINA N-BUTIL BROMURO","16290","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","532","ibuprofeno + hioscina n-butil bromuro","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11251","M01AE51","IBUPROFENO + HIOSCINA N-BUTIL BROMURO + CAFEÍNA","28200","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","533","ibuprofeno + hioscina n-butil bromuro + cafeína","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11252","M01AE51","IBUPROFENO + LEVOCETIRIZINA + FENILEFRINA","26350","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","ibuprofeno + levocetirizina + fenilefrina","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"11253","M01AE51","IBUPROFENO + LEVOCETIRIZINA + FENILEFRINA + DEXTROMETORFANO","29540","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiado con recursos de la UPC si cumple lo descrito en el artículo 38 la Resolución 2808 de 2022. COMBINACIONES A DOSIS FIJAS. En caso contrario se prescribe vía: MIPRES","1139","ibuprofeno + levocetirizina + fenilefrina + dextrometorfano","incluye todas las concentraciones en las formas farmacéuticas que señala el criterio de financiación.","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"11254","M01AE51","IBUPROFENO + METOCARBAMOL","13510","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","534","ibuprofeno + metocarbamol","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11255","M01AE51","IBUPROFENO + TIOCOLCHICOSIDO","15650","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","535","ibuprofeno + tiocolchicosido","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11256","B06AC02","ICATIBANTO","1300","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","icatibanto","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"11257","D02AB","ICTAMOL + ZINC","8700","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","536","ictamol + zinc","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11258","L01DB","IDARUBICINA","1510","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se financian con recursos de la UPC todos los principios activos pertenecientes al subgrupo de referencia ATC L01DB - antraciclinas y sustancias relacionadas","1105","idarubicina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11259","V03AB37","IDARUCIZUMAB","760","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","537","idarucizumab","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11260","A16AB09","IDURSULFASA","1090","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","idursulfasa","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"11261","L01AA06","IFOSFAMIDA","2040","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se financian con recursos de la UPC todos los principios activos pertenecientes al subgrupo de referencia ATC L01AA - Análogos de la mostaza nitrogenada","1093","ifosfamida","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11264","A16AB02","IMIGLUCERASA","1310","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","imiglucerasa","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"11265","J01DH51","IMIPENEM + CILASTATINA","2030","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","540","imipenem + cilastatina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11266","N06AA02","IMIPRAMINA","2030","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","541","imipramina","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11267","D06BB10","IMIQUIMOD","3380","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","542","imiquimod","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11268","R03AC18","INDACATEROL","4720","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Sin dato","543","indacaterol","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11269","C03BA","INDAPAMIDA","4720","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se financian con recursos de la UPC todos los principios activos pertenecientes al subgrupo de referencia ATC C03BA - sulfonamidas, monofármacos.","1073","indapamida","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11270","J05AE","INDINAVIR","760","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se financian con recursos de la UPC todos los principios activos pertenecientes al subgrupo de referencia ATC J05AE - inhibidores de proteasa","1092","indinavir","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11271","V09IB01","INDIO (111IN) PENTETREOTIDO","590","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la UPC según lo descrito en el artículo 46 la Resolución 2808 de 2022. RADIOFÁRMACOS. En caso contrario y como tecnología no financiada con cargo a la UPC se considera incluido en la atención y no se prescriben vía MIPRES","1141","indio (111in) pentetreotido","incluye todas las concentraciones y formas farmacéuticas","Financiación condicionada con recursos de la Unidad de Pago por Capitación (UPC)","financiación condicionada con recursos de la unidad de pago por capitación (upc)"
"11272","M01AB01 / C01EB03","INDOMETACINA","2270","Incluye todas las concentraciones y formas farmacéuticas salvo: formas farmacéuticas de administración parenteral","Incluye todas las concentraciones y formas farmacéuticas salvo: formas farmacéuticas de administración parenteral","Sin dato","544","indometacina","incluye todas las concentraciones y formas farmacéuticas salvo: formas farmacéuticas de administración parenteral","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11273","M01AB01 / C01EB03","INDOMETACINA","2270","Formas farmacéuticas de administración parenteral","Formas farmacéuticas de administración parenteral","Se prescribe vía: MIPRES","N/A","indometacina","formas farmacéuticas de administración parenteral","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
"11274","L04AB02","INFLIXIMAB","2930","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Tecnología excluida de la financiación con recursos públicos asignados a salud para artritis idiopática juvenil en los diagnósticos CIE 10 relacionados en la Resolución 2273/2021","545","infliximab","incluye todas las concentraciones y formas farmacéuticas","Financiado con recursos de la Unidad de Pago por Capitación (UPC)","financiado con recursos de la unidad de pago por capitación (upc)"
"11275","B06AC01","INHIBIDOR DE LA C1 ESTERASA","1480","Incluye todas las concentraciones y formas farmacéuticas","Incluye todas las concentraciones y formas farmacéuticas","Se prescribe vía: MIPRES","N/A","inhibidor de la c1 esterasa","incluye todas las concentraciones y formas farmacéuticas","No Financiado con recursos de la Unidad de Pago por Capitación (MIPRES)","no financiado con recursos de la unidad de pago por capitación (mipres)"
